Real Response,Model Response
CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,CCOC(=O)C1=CN=CC(=C1)FP(=O)(O)O.CCOC(=O)C1=CN=CC(=C1)FP(=O)(O)O
CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O,C1=CC(=CC(=C1C#N)OCCOC)C(CN(CCN(CC2=CC=CC=C2)CC3=CC=CC=C3)CC4=CC=C(C=C4)N5C=CN=C5)(C6=CC=CC=N6)O.Cl
CC(CC1=CC=CC=C1)N,CNCCl.C1CNCC(C1)C2=NC3=C(C=C2)C(=C(C=C3)S(=O)(=O)N)Cl
CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,CN1C2=C(C(=N1)C)N(C=N2)CC(COC3=CC=CC(=C3)C(=O)C4=CC(=C(C=C4)F)F)O
CC1=CN(C(=O)NC1=O)C2CN(CC(O2)COP(=O)(N3CC(OC(C3)N4C=C(C(=O)NC4=O)C)COP(=O)(N5CC(OC(C5)N6C=NC7=C6N=C(NC7=O)N)COP(=O)(N8CC(OC(C8)N9C=C(C(=O)NC9=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)CO)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)P(=O)(N(C)C)OCC1CNCC(O1)N1C=CC(=NC1=O)N,CC1=C(C=CC(=C1)O)C(C(=O)O)CN(CCN(CC2=CC=CC=C2)CC3=CC=CC=C3)CC4=C(C=C(C=C4)Cl)O.Cl.OS(=O)(=O)O
C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl,C1CN(C(=O)NC1=O)C2CC2.C1CN(C(=O)NC1=O)C2CC2.OS(=O)(=O)O	CCN1C2CC(C1C(=O)N(C2)OS(=O)(=O)O)N=C(N)N
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,CCCC/C=C\CCCC(=O)OCC/C=C\CCCCC(=O)O
CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,CN\C(=C(\C1=CC(=C(C=C1)OC)OC)C2=CC(=C(3N2C(=C(C=C3CC(=O)NCCN(C)C)C(=O)OC)C4=CC(=C(C=C4)F)OC)C5=CC(=C(C=C5)F)OC)F)/C6H5
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,C1CN(CCC1N(C2=CC=CC3=CN=CC=C32)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC(=C5)F.C1CN(CCC1N(C2=CC=CC3=CN=CC=C32)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC(=C5)F.OS(=O)(=O)O.OS(=O)(=O)O
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,CN1CCN(C(C1)C2=CC(=C(C=C2)OC)OC)C3=C(C(=NCC3=O)CCN)C.Cl
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,C1=S(=O)(=O)N=C(N1)NC2=CC=CC=C2.Cl
CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC.C(=CC(=O)O)C(=O)O,CN1CCC2=CC(=C(C=C2C(=C1C3=CC(=C(C=C3)F)F)F)Cl)OC(F)F
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=CC(=O)O)C(=O)O,C1=CC(=C(C=C1[N+](C)(C)C)S(=O)(=O)N)OCCOC.C1=CC(=C(C=C1[N+](C)(C)C)S(=O)(=O)N)OCCOC.[I-].[I-]
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CC12CC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O.CC(CC1C(C(=O)C2=C(C1=O)CC3(C(C2(CC4=C3C=CC(=C4)O)C)F)C)O)O.CS(=O)(=O)O
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],C[N+](C)(C)C1=CC(=C(C=C1OC(=O)C(CCC(=O)[O-])NC(=O)C2=CC=CC=C2)COC)OC.C[N+](C)(C)C1=CC(=C(C=C1OC(=O)C(CCC(=O)[O-])NC(=O)C2=CC=CC=C2)COC)OC.[Br-]
CCN(CC)C(=S)SSC(=S)N(CC)CC,CC(C(=O)O)N.Cl
C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,CC1=CC(=C(C=C1C(=O)NCC2=CN=CN2)C)C3=C(C(=C(N3)C)CCN(C)C)COS(=O)(=O)O
CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],C1CC1CN2C3C(=CC(=C2)Cl)C(=O)NC3=O.Cl
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CC1=CC(=C(C(=C1)Cl)OCCN(C)C)Cl
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,CCC1=NN=C(C2=CC=CC3=CC=CC(C4=CC(=NN21)C=C4)=C3)N(CCCl)C5=CC=CC=C5.Cl
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],C[N+](C)(C)CCOC(=O)N(C)C1=CC=CC(=C1)C(F)(F)F.[Br-]
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC,C1=CC(=C(C(=C1)CCN)F)OCCN(C)C.C1=CC(=C(C(=C1)CCN)F)OCCN(C)C.OS(=O)(=O)O.OS(=O)(=O)O
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CCC1C2CCC3C4CC(CCC4(C1(C2(C3(C(=O)C(=C(CCC(=O)O)C)O)O)F)O)F)C)O.C(C1C(C(OC1N2C=NC3=C2N=C(N=C3N)N)O)O)O.C(C1C(C(OC1N2C=NC3=C2N=C(N=C3N)N)O)O)O.C(C1C(C(OC1N2C=NC3=C2N=C(N=C3N)N)O)O)O.C(C1C(C(OC1N2C=NC3=C2N=C(N=C3N)N)O)O)O.[Zn++].CCc1cc(c(cc1C)C)C
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)[N-]5)C(=O)OCC6=C(OC(=O)O6)C.[K+],C1=CC(=C(C=C1)C(CNCCC2=CC(=C(C=C2)O)O)O)C(=O)NC3=CC=CC(=C3)C4=CC=CC=C4.Cl
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)Oc1cc(C(C)C)ccc1C(=O)O
CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,CN(C)C1=CC(=C(C=C1C)O)NC2=C(C=CC=N2)C.Cl
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,CCCCC(=O)Oc1cc(C(=O)OCCCC)ccc1C(=O)OCCCC.CCCCCCCCCC(=O)Oc1cc(C(O)=O)ccc1C(O)=O
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,CC(C)NCC(O)COC1=CC(=C(C=C1)NC(=O)OC)OC.Cl
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.C(C(C(=O)O)O)(C(=O)O)O,CC(=O)N[C@@H]1[C@H]2CC[C@H]3[C@@H]4C[C@H](F)CC[C@]4(C)[C@@H]3C[C@H](O)C2(F)[C@@]1(C)CC
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,CCC1(CCC2C1(C(CC3C2CCC4C3(CCC(C4=C)O)C)C)C)C(=O)CCl
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,C1C(=O)NC(=O)N(C1=O)CC2=CC=CC=C2.Cl
CCOC(=O)C(CC1=CC=C(C=C1)F)NC(=O)C(CC2=CC=C(C=C2)N(CCCl)CCCl)N.Cl,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)[C@@H](N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O[C@H]5CC[C@@H](C[C@H]5O)O)C(C)C)C(C)C)C(=O)N2[C@@H]1C.C1CN(CCC1N(C)C)C2=NC(=N)C(=N2)C(=O)[N-]C(C)(C)C.[Cu+2]
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],CC1COC2=CC(=C(C(=C2C1OC(=O)N)OC)OCCN(C)C)OC
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,CON=C(C=C1)C(=O)C2=C(C1=O)N(C3CC3)C4C2C(CN4C)O.C1CO1.C1CO1.C1CO1
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC1CC(N2CC3=C(OC4=CC=CC5=C34C2=C1)C1=CC=CC=C1N5)C1=C(C=C2C=C(Cl)C=CC2=C1)Cl.Cl
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,C1=CC(=C(C=C1CC(C(=O)C)N)C2C3CC4CC(C3C5=C2C(=C(C=C5)O)OC6=CC(=C(C=C46)F)Cl)O)O.C(=C(C#N)C(=C(C#N)C#N)C#N)C#N.Cl
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O,C1CCCCC1.C1CCNCC1.C1CC1.C1CC[C@H]2C[C@@H]3C[C@H](C[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]2O.Cl.FC(F)(F)F
C1=CC(=CC=C1C(C(COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)O)[N+](=O)[O-].[Na+],C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]([C@@H]1O)O)O)O)O)O.OS(=O)(=O)O
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,COC(=O)C1=CC(=CC=C1OC)CN(C)C.Cl
CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,CNCC(O)c1cc(O)c(O)c(Cl)c1.Cl
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,[Li+].CC(C)(C)S(=O)(=O)[O-]   
N(=O)[O-].[Na+],C1=CC=C(C(=C1)C(=O)N)O.C#N
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,CCC(=O)OC1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,"CN1CCN(CC1)C2=C3C(=CC=C2)C(=CN=C3)C4=CC(=N,CCN(C)C)C=C4.Cl"
C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,[Cu+2]
COC1=CC=CC=C1OCC(COC(=O)N)O,C1=C(C(=NC(=N1))SC2=CC(=C(C=C2Cl)N)Cl)C(=O)N(C)S(=O)(=O)C
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C.C(=O)(O)O
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,CCC1=NN(C2=C1N=CN2C3CC4CC(C3)CC(C4)(C#N)C(=O)NC5=CC=CC=C5F)C
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,"> CCN(CC)CC1=C2NC(=O)N(C(=O)N(C(C(=O)NC(C(=O)N2C)CC3=CC=CC=C3)CCCNC(=N)N)CC(C)C)C1=O)C

This SMILES string represents a theoretical compound that could act as a binder molecule for Cheyne–Stokes respiration."
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,C1=CN=C(C(=C1OC)CC(=O)NC(C(C)C)C(=O)O)OC.[Br-]
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,C[N+](C)(C)CCS(=O)(=O)[O-].Cl
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,C1=NC2=C(N1)C(=N(C=N2)C3CC4CCC3C4)C5=C(C=C(C=C5)Cl)F.C(C(=O)C(C(C(=O)O)N)N)O.C(C(=O)C(C(C(=O)O)N)N)O.Cl.C1=CC=C(C=C1)N.[Ca+2]
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,C1=CN2C(=N1)N=C(N=C2N)NCC3=CC=CC(=C3)OCCN4CCOCC4.Cl
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],C1=CN(C(=O)NC1=O)CC(C(=O)O)N.Cl
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.[O-]S(=O)(=O)[O-],CN1C(=O)C(S)N(C(=O)C1=O)CC2=CNC3=CC=CC=C32.Cl
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O,CC12CC(C3C(C1CC(C2O)C4C(C3C(=O)COP(=O)([O-])[O-])CCC4=O)CCC5=CC(=O)C=CC45C)O.[Na+]
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,CC1=C(C(=C(N1CC(C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)CN3C(=O)C(=C(CS3)CSC)C(=O)N4CCCC4C(=O)NCC(=O)O)O)C5=CC(=C(C=C5)F)Cl)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)N2)C
CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O,CN1CCN(C(C1)C2=CC(=C(C=C2)OC)CC(C3=CC(=C(C=C3)OC)N4CCN(C4)C)N5CCN(C5)C)C.Cl
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],CC1(C(N(N(C1=O)C)SC)C(=O)O)C.CC1(C(N(N(C1=O)C)SC)C(=O)O)C.
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O.Br,O=C(OCC)C(Oc1cc(OC)c(OC)c(OC)c1)C(C)C.[Br-]
CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,CC(C(N1CCN(C(g2ccccc2Cl)C(=O)NC3CCCCC3)CC1)C(=O)O)N.Cl
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=CC(=C(C=C43)N(C)C)C(=C1)C2=CC=CC=C2
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CS)NC(=O)C(CCCCN)N,C1=CC(=C(C=C1C2=CC(=C(C(=C2[H])S(=O)(=O)N3CCC[C@H]3C(=O)NS(=O)(=O)[H])C(=N[H])N=[N+]=[N-])[H])[H])[H])C(=O)NC4=CC=C(C=C4)C(=C5C(=O)N6C=CC=CC6=N5)C7=C(C=C(C=C7F)F)F
C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,CC1=C(C=C(C=C1)C(C2=CC(=NN2C3=CC(=CN=C3C4=CC(=C(C=C4)F)F)C(C)C)C(C)(C)F)C(F)(F)F)C#N
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CN1CCC23CC(=C)C4=C2C1CC5=C3C(=C(C=C5)O)Cl.C(CO)N(CCCl)CCCl
CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CN1CCN(CC1)C2=C(C3=CC=CC=C3OC4=C(C2=O)C=C(C=C4)Cl)Cl
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(=O)NC1=CC=C(C=C1)O
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CCCC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)C)O)O)F)C
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,CC1C2CCC3C(C1CC2(C)C)CCC4=C3C=CC(=C4)Cl
COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,CC1(C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CC3=CC=C(C=C3)OCCOC)CC(=O)O)CCC(=O)O)CC4=CC=CC=C4.Cl
CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],CCC1=NC2=C(S1)C(=N2)C(C3=CC=CC=C3)C(=O)NCCN(C)C.C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
Cl[Zn]Cl,CC1C(OC2=C1C=CC(=C2)CC(=O)O)C.Cl
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,C1CN2CC3CC1N2C(=O)C=C(C3=O)C(=N\OC4CC5CC4CC5)C6=CC=CC(=C6)F.Cl
