Real Response,Model Response
CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,C1=CC=C(C(=C1)CC(C(=O)O)O)NC2=C(C=CC=C2Cl)Cl
CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O,C1=CC(=C(C=C1C(C(=O)CO)CC(C(=CC(=O)O)C)N)O)O
CC(CC1=CC=CC=C1)N,CNCC1=C(C2=CC=CC=C2)C2=C(N1)C=CC(=C2)Cl.Cl
CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,C1=C2C(=CC(=C1C3=C(C=CC=N3)C(=O)C4=C(C2=O)C=CC(=C4)F)F)N C(=O)CNC(=O)C5(CC5=O)NC(=O)N6CCN(CC6)C7=NC=CC(=C7)Cl
CC1=CN(C(=O)NC1=O)C2CN(CC(O2)COP(=O)(N3CC(OC(C3)N4C=C(C(=O)NC4=O)C)COP(=O)(N5CC(OC(C5)N6C=NC7=C6N=C(NC7=O)N)COP(=O)(N8CC(OC(C8)N9C=C(C(=O)NC9=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)CO)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)P(=O)(N(C)C)OCC1CNCC(O1)N1C=CC(=NC1=O)N,CC1=CC2=C(C=C1N)C(C(CO)C(CO)O2)O.OP(=O)(O)O
C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl,C1=CC(=C(C=C1NC(=O)C2=CC(=C(C=C2)N)N)N)O
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,CCCCCCCCC(=O)OC1(C(C(C(C(C1NC(=O)C(CCCCC)NC(=O)OC(C(C)CC)C(C)O)O)OC2C(C(C(C(O2)C)OC3CCC4C(C3)CCC(=C4)C)OCCOC)O)OCCN)O)O
CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,C1CCN(CC1)CC#CC2=CC3=C(C=C2)N(C=C(C3=O)C4=CC(=CC=C4)OC)C5CCCC5.Cl
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,CN(C)CCC1=CNC2=C1C=C(C=C2)C(=O)CC3=CC=CC4=CC=CC(=C34)O.[I-].[I-]
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,CCN(CC)CC(=O)NC1=C(C=CC(=C1)OC)C(C2=CC(=CC=C2)OC)=NOCCN(CC)CC.Cl
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,C1=C(C=C(C=C1C(=O)O)S(=O)(=O)O)S(=O)(=O)O.OS(=O)(=O)(O)O.OS(=O)(=O)(O)O.OS(=O)(=O)(O)O.[Zn+2]
CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC.C(=CC(=O)O)C(=O)O,CNC1C2=C(C=CC(=C2)OC(C)C)C(=O)C3=C(C=C(C=C3)OC)C(=C1C(=O)O)NCCN(CC)CC.Cl
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=CC(=O)O)C(=O)O,C1CN(CCC1(C2=CC(=CC=C2)Cl)O)CCF.Cl
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CCCC(=O)N1CCC=C2C1C1CCC3=C(CCC4C5CC(CCC6CC(=O)CCC56C)C43C)C2C(=O)O.C1C2CCC(C2)C1C3CCC4=CCCC(=O)C34
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],C[N+](C)(C)CCOC(=O)C(Cl)(Cl)C(F)(F)F.[I-]
CCN(CC)C(=S)SSC(=S)N(CC)CC,C(C(C(=O)O)N)S.C(C1C(C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O)O)O.OS(=O)(=O)O
C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,CCN(CC)CC(=O)NC1C2CC3CC(C2C1N3C(=O)CN4CCNCC4)C(=O)NC5=C6C(=CC(=C5)OC)SC6=C(C7=CC(=C(C=C73)OC)OC)C
CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],"InChI=1S/C19H18N6O5/c20-19-23-16-15(17(24-19)25-26-27-16)22-18(29)14-10-28(9-12(14)21)8-11-7-13(30-19)6-5-12/h5-7,11-12,14H,8-9H2,1-4H3,(H,22,29)(H2,20,23,24,25,26,27)"
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CN(C)CCN(CC1=CC(=CC=C1)O)CC1=CC=CC=C1.Cl
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],C(=C1SCC(N2C1C(=O)OCC2)COC(=O)N(CCCl)N)C(=O)OCF
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC,C1CN(CCN1CCN)CC(Cl)Cl.Cl
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)[N-]5)C(=O)OCC6=C(OC(=O)O6)C.[K+],C1CCC(C1)C(C2=CC(=CC=C2)O)CN3C=CN=C3.Cl
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,C1=CC(=C(C=C1C2=C(C(=O)C3=CC(=C(C=C32)NS(=O)(=O)C)F)N)OCC4CCN(CC4)C)F.C(C(=O)C(C(C(=O)O)N)N)O.OS(=O)(=O)O
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,CNCC(C1=CC(=CC=C1)O)O.C(C(Cl)Cl)(C(Cl)3)C3C2=C(C=CC=C2)OC(=O)C4=CC=CC=C34.Cl
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.C(C(C(=O)O)O)(C(=O)O)O,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1C[C@]2(C#C)O)CC4=C3C=CC(=C4)N5CCN(CC5)C.CC[C@]1(CC(=O)N(C1=O)CCCN=C(N)N)C2=CC=CC3=CC(=C([C@@H]4[C@]5(CC[C@H](C2)N4C(=O)[C@@H]3NC5=O)O)C)C6=C7C=CNC=C7C(=O)C8=C6C5=C(C=C8)O)O.[I-]
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,CC(C)CCC=C(C)C(=O)OC1CCC2C1(CCC3C2CCC4C3(CCC(C4=C)O)C)C
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,CC1C(=O)N(C(=S)C2=C1C=C(C=C2)OC3CC4CCC3CC4)C5=CC=CC=C5.Cl
CCOC(=O)C(CC1=CC=C(C=C1)F)NC(=O)C(CC2=CC=C(C=C2)N(CCCl)CCCl)N.Cl,CN(C(=O)C1=CC=C(C=C1)N2CCN(CC2)C3CC3)C4=CC(=C(C=C4)F)F.Cl.Cl
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+]
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+]
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)C(=O)O.Cl
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CN1C2=C(C=CC(=C2)OC3=C1C=CC(=C3)Cl)CCN(CC)CCCC(C)C.Cl
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O,CCN1C=NC2=C1C(=O)N(C(=O)N2C)C3CC(CCN3CCOCCO)O.CC4=CC(=NO4)SC5CC6CCC(C6)C5C(=O)NCC7=CC(=C(C=C73)O)Cl.OP(OP(=O)(O)O)(O)O.OP(OP(=O)(O)O)(O)O.OP(OP(=O)(O)O)(O)O.OP(OP(=O)(O)O)(O)O
C1=CC(=CC=C1C(C(COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)O)[N+](=O)[O-].[Na+],C1=CC(=C(C=C1C(C(=O)O)N)O)O.Cl.Cl
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,CNCCC(C1=CC(=CC=C1)O)N2CCN(CC2)C.CC(=O)OC.Cl
CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,C1=CC(=C(C=C1CC(=O)O)O)O
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,CC12CC(C(C1CC(C(C2O)OC3CC4C5(CC6 = C7CCC(C6(C(C7CCC5(C(=O)C4(C(C3O)C(=O)C8CC(C(C7(C8(CC(C7 (C5(C9CC(C(C9CC(O)C(=O)OC(C)(C)C)O)O)F)C)O)C)F)O)C)O)C)O)C)F)C)O)C)F)C)O)C)(C)O)O
N(=O)[O-].[Na+],[N-]=[C+]=C.[N-]=[C+]=C
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,CN(C)CCC1=CNC2=C1C=C(C=C2)C3=CC=CC(=C3)C(=O)NCC4=CC=CC=C4.Cl
C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,[O-]S(=O)(=O)[O-].[Na+].[Na+].[Na+]
COC1=CC=CC=C1OCC(COC(=O)N)O,CC(=O)NC1=NN=C(S1)SC2=CC=CC=C2
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,CC(CCC1CCCCC1=CC(=O)O)C(C)C.Cl
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,C1C(=O)N2C(C1=O)C(=ONC2C3CCCCC3)CCN(C)C.Cl
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,CC1=NN=C(N=C1N2CCN(CC2)C3=CC(=C(C=C3)OC)C(=O)O)C4=CC=CC=C4C(=O)O.O.O.[Zn]
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,C(C(Cl)Cl)(C(Cl)Cl)S[Se]SeC1=CC=C(C=C1)[N+](=O)[O-]
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,CC(=O)NC1CSSCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)C(C)O)CC(C)C)CC(C)C)CC(C)C)CC(=O)N)C(C)O)C(=O)NCC(=O)N
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,CC1CC(C2CN(CCN2)C3=CC(=C(C=C3)OC)OC)C(=O)NC1=O.Cl
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,C1=NC2=NC(=O)N1C(=O)CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],C1=CC(=C(C=C1N)C=CC(=O)O)C(C)N.Cl
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.[O-]S(=O)(=O)[O-],CC1C2CC(C(C1C(=O)O)N)N(C2=O)C.O.O.Cl[N+](=O)(O)O
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,CC1=C2C(=CC(=O)OC2=C(C3=C1C=C(C=C3)O)C)C(=O)OCC(COC(=O)O)OC(=O)CNC(=O)C(CC4=CC(=C(C=C4)O)O)O.OS(=O)(=O)O
CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O,C1CC[C@@H](C2=CC(=C(C=C21)OC)OC(=O)C3=CC(=C(C=C3)N4CCNCC4)NS(=O)(=O)C5=CC=CC=C5)N6CCOCC6.Cl
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],CC1=NC(=O)NC(=O)C1S(=O)(=O)N.Cl
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O.Br,C1CC(C1)C2C(C3C(C(C(OC3SC2N4C(=CC(=O)C(=C4O)C)F)COC(=O)C)COC(=O)C)O)F.Cl
CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,C1=CC(=C(C=C1C2=NC(=NC=N2)N)C(=O)N)C3CCN(CC3)C(=O)C4=CC=C(C=C4)C(=O)N
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C1=CC(=C(C=C1C(=O)O)O)O.C1=CC(=C(C=C1C(=O)O)O)O.O.[Y]
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CS)NC(=O)C(CCCCN)N,CC(CCC(=O)O)C(=O)O.CC(C)CC1=CC(=C(C=C1)O)O.C(C(=O)C(C(=O)O)N)NP(=O)(O)O
C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,CC1=CC(=C(C=C1C(=O)C2=CC(=CN=C2)C#N)F)N3CCN(CC3)C4=CC(=C(C=C4)F)C#N.Cl.Cl
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CNCCl.Cl.C1=CC(=CC=C1CCNCCN(C)C)C2=CC(=C(C=C2)O)O.OS(=O)(=O)O
CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CN1CCN(CC1)CCCOCCOCCOCCOc2cc(c1ccccc1n2)C(=O)O.Cl
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CCC1C2C(C(=CC3C4(CC(C=CC4C(C(=O)C3(C(=C2(O1)C(=O)CO)C)O)O)F)F)C)C(=O)COC(=O)C
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,CC12CCC3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)CCC34C
COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,C1=NC2=C(N1CCC(C2)O)C3=CC(=C(C=C3)O)O.C(C(C(=O)O)N)NP(=O)(O)O.O.O
CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],C1C(=O)NC(=O)N(C1=O)C2(C(C(C(CCN2)C(=O)O)O)O)C(Cl)Cl
Cl[Zn]Cl,C1=CC(=C(C=C1C(=O)O)O)C(C(=O)O)O
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.Cl
C1=NC2=C(N1)C(=S)N=CN2,C1=NC2=C(N1COC3C2CCC3=O)C(=O)N
CCCCN1CC(C(C(C1CO)O)O)O,CCC(CC)C(C(=O)SCCNC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)N)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC4=CC=CC=C4)N
