Real Response,Model Response
CC1=CN(C(=O)NC1=O)C2CN(CC(O2)COP(=O)(N3CC(OC(C3)N4C=C(C(=O)NC4=O)C)COP(=O)(N5CC(OC(C5)N6C=NC7=C6N=C(NC7=O)N)COP(=O)(N8CC(OC(C8)N9C=C(C(=O)NC9=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)CO)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)P(=O)(N(C)C)OCC1CNCC(O1)N1C=CC(=NC1=O)N,CC1=C(C(=O)NC(=C1SCC2=CC(=C(C=C2)F)F)C3CC3)O
C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl,C1C(=O)N2C(=C1N)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,CC(=O)SCCCC(=O)OC(CC(=O)O)C(C)O
CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,C1CC21CCNCC1CN2CCCN3C(=CC(=C4C(=C3OCCO4)C(=O)C5=CC=CC=C5)F)F
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,CN(CC(C)C)C1=CC=C2C(=C1)C(=CC=C2)C3=CC(=C(C=C3)CC(=O)N)F.CC(=O)O.CC(=O)O.OS(=O)(=O)O
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,CC1CN(CCC2=C1C3=CC=CC=C3C(=C2C4=CC(=NO4)C(=O)CCl)O)C.CC(=O)O
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,C1=NC(=O)N(C(=O)S1)N
CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC.C(=CC(=O)O)C(=O)O,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)N)C3=CC=CC=C3N4CCNCC4.CC(=O)=O
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=CC(=O)O)C(=O)O,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC(=CC=C2)Cl.Cl
CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CC12OC3CC(C4CC(C=CC4C3CCC15C2CCC2(C1CCC2(C(=O)CO)O)C)(C)O)C(C)(C)O
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O
CCN(CC)C(=S)SSC(=S)N(CC)CC,CC(=O)SCC(=O)N
C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,CCN(CC)CC(=O)NC1CCC2=CC(=C(C=C2C3=CC(=C(C=C3S(=O)(=O)N1)OC)OC)OC)OC
CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],CC1=C(C=C2C(=C1)C(=NN2C3=C4C(=C(C=C3)N)N=CN=C4N)C5CC(C(=O)O5)N6CC(C7=C6C(=C(C=C7F)O)F)O)F
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CCN(CCOCCCC(C1=CC=C(C=C1)NC(=O)OC)C2=CC=CC=C2)CCCl.CC(=O)C=CC1CCC2C1(CCC3C2CC(C4=CC(=O)C=CC34C)O)C(=O)CCl
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,C1C(=O)NC2(C3=CC=CC=C3)C(=O)N(C2(C1=O)C)C.C1=CC(=CC=C1)C(C2=CC=CC=C2Cl)(C3=CC=CC=C3Cl)N4C=C(C(=C4)C(F)(F)F)C(=O)O.[Cu]
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],C[N+](C)(C)(C)C1(C2=CC=CC=C2)CCC3=CC=CC=C31.[I-]
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC,C1CN(CCN1CC=C)CC(=O)O.Cl
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CC12CCC3C(=CCC4=CC(=O)CCC34C)C1CCC2=CC(=O)O
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)[N-]5)C(=O)OCC6=C(OC(=O)O6)C.[K+],CC(C)COC(=O)C1=CC(=CC=C1)CN2C(=O)C3=CC=CC=C3C2=O.Cl
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,CC(=O)OC1=CC=CC=C1C(=O)O
CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,C1=CC(=C(C=C1C2=CC(=NC(=N2)N)N)Cl)C(=O)NC3=C(C(=C(C=C3I)N)C(=O)N)I
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)C1CCC2=O
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,CC(C1=CC(=C(C=C1)O)O)C(COC(C(C)C)3(OC2(C(C(C(O2)C)O)O)C1=CC(=C(C=C1)O)O)CC3)O
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.C(C(C(=O)O)O)(C(=O)O)O,CC(C)C1=CC2C3C(C4CC5C6=C(CCC7=CC(=O)C=C(C8=CC=C(CCC(C(=O)O)CC(=O)O)C9=CC(=O)C=C(C(=O)O)C9=C8)C7=C5C(C(=O)C6(C)CCC4(O3)C(=C2C1=O)O)O)C)N(C)C(=O)C
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,CCC1(C(C(C(C(=O)C(CC(C(C(C(C(=O)C(C(=O)C(=O)C(C(=O)C(C(=O)C(=O)C(=C(C(=O)C(=O)C=C(C(=O)C(=O)C1))))C)CC2C(C(C(C(O2)CC(C(C(=O)O)C)O)O)O)O)O)O)CC(=O)O)O)O)O)O)O)O)O)O)C(=O)C)O)C
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)O
CCOC(=O)C(CC1=CC=C(C=C1)F)NC(=O)C(CC2=CC=C(C=C2)N(CCCl)CCCl)N.Cl,C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.C1=CC(=CC=C1NC(=O)C2=CC(=C(C=C2)NS(=O)(=O)C)OCC3C(C(C(O3)C)O)O)Cl.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Na+].[Na+]
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],CC1C2C(C(=O)N2C(=C1SC3CC(NC(=O)C(=NOCC4CC(OC5CC(NC(=O)C(=O)C6=CC(=C(C=C63)C(=O)N5)Cl)C(=O)O)O)O)O3)C(=O)O)C(OC(CC7CC7)C6(N4)C(=O)C(C5=CC=CC=C5)C(=O)O)C(=O)O)C(C)O
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NS(=O)(=O)C4=C(C=CC=C4F)F)C(=O)O)C(C5C(C(C(C(N5)C(=O)C(=NOC)C6=CC(=CC=C6)Cl)O)C(=O)O)O)O
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)Cl.C1=CC(=C(C=C1)NCCNCCO)Cl.C1=CC(=C(C=C1)NCCNCCO)Cl.OS(=O)(=O)O
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CCCCN=C1CCC=CC1=CC2C(C3C=C(CC3C(O2)(C)CCCCC)C(=O)O)O.C(=CCl)Cl
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O,CC(C)C1C(=O)N(C2(C(C(C(OC2OC3=CC4=C(C=C3)C(C5=CC(=NO5)C(C(C(CO)O)O)O)C(C=C24)O)C(C)C(C(CC6=CC(=NO6)C(C(C(C1O)O)N)O)O)O)O)C(=O)N)O.Cl
C1=CC(=CC=C1C(C(COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)O)[N+](=O)[O-].[Na+],C1(C(C(C(C(C1NC(=O)N)O)O)O)O)OS(=O)(=O)O
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,CC(C1=CC=NC=C1)(C2=CC=CC=C2)N(C)C.Cl
CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)O)C
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,"I do not have SMILES for that, but I can generate 100 SMILES strings for you, here are some examples:

1.  O=[N+]([O-])OCC1OC(CO)C(O)C1O
2.  CC1OC(OC1N2C=NC3=C2N=CN=C3N)C(O)C(CO)O
3.  CC1OC(OC2C(C(CO)O)OC(CO)C2O)C(O)C1O
4.  CC1OC(OC2C(COC3C2C(C(CO)O)O3)O)C(O)C1O
5.  CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C"
N(=O)[O-].[Na+],C(#N)N
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,CCC(=O)OC1CCC2C1(CCC3C2C=CCC4C3(CCC(C4)O)C)C
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,CN(C)CC(=O)NC1=C(C=CC(=C1)C2=CC(=C(C=C2)O)OC)O.CS(=O)(=O)O
C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)C(=O)O)O)O)O)O.C(C(C(C(C(C(=O)O)C(=O)O)O)O)O)O.[Fe]
COC1=CC=CC=C1OCC(COC(=O)N)O,CC(=O)NC1CSSCC(NC(=O)C(N)CC2=CC=C(C=C2)S(=O)(=O)C3=CC=CC=C3)C(=O)O1.C1CN2C(=NN=C2C(=C1I)C(F)(F)F)C3=CC(=C(C=C3)C(=O)OCC)S(=O)(=O)N
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,CC1(OC2=C(C3=CC=CC=C3C(=C12)Cl)Cl)CC4CCN(CC4)C
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,CCN(C1=CN=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)CC4=CC=CC=C4.Cl
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,C1C(C(C(C(C1Cl)S(=O)(=O)N)Cl)F)C2=CC=CC=C2
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(CO2)OC(=O)C)N)O)O)O
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,C1=CC(=C(C=C1C(=O)O)O)[C@@H]2[C@H]3CN4CCC2CC4.O.CC(=O)O.CC(=O)O
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,C1=CC(=CN=C2C1=NC(=NC2=O)N)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],CN(CCC1=CC=C(C=C1)C(=O)NC2=C(C(=C(C=C2S(=O)(=O)O)F)F)C(=O)O)CCN3C(=O)C4=CC=CC=C4N=C3C.OS(=O)(=O)O.OS(=O)(=O)O
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)O.[O-]S(=O)(=O)[O-],CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)[O-])C(=O)O)C(C5C(C(C(C(O5)C(6C(C(C(C(O6)CN(CCN(CC7=CNC=N7)C)C)O)O)O)C(=O)[O-])N)O)O)O.[Na+].[Na]+
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,CC(C)CC(C(=O)NC(CCSSC(A)C(=O)NCC(=O)N)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NCC(=O)O)NC(=O)CNC(=O)CNC(=O)CN2CC(=O)N(CCN3CCC(=O)N3)C2=O.O=C(O)C(CCCNC(N)=N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC=O.C(=O)(O)O.C(=O)(O)O
CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O,CC1CN(C[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)C2=CC=CC(C3=CC=CC(OC)=C32)=C1.Cl
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],CC1(C(=O)NC(=S)S1(=O)=O)N
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O.Br,CC(=O)OC1=CC=CC=C1C(=O)OCCN(C)C.Cl
CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,CC1=C(SC(=N1)NC(=O)C=C)C2=NNC(=N2)N(C)C3=CC=C(C(=C3)C(=O)N)Cl
CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,CC(C)C1=CC(=C(C=C1)C)NC(=O)C2=CC(=C(C=C2)C(F)(F)F)C(F)(F)F
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CS)NC(=O)C(CCCCN)N,O=C(N)CC(NC(=O)CNC(=O)C(N)CC(=O)N)C(=O)N1CCCC1C(=O)NCC(=O)N
